OWNER_NAME,Borough,Latitude,Longitude
"THE HAMPTON FAMILY TRUST, DATED JANUARY  28, 2015",MANHATTAN,40.764521,-73.980773
"DURIVAGE , MARK",MANHATTAN,40.764521,-73.980773
"PULLO, DONNA J",MANHATTAN,40.764521,-73.980773
"BEAUCHAMP, RONALD",MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
"HANCOCK, ASHLEY",MANHATTAN,40.764521,-73.980773
"NEZIN KNOWLTON, BONNIE",MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
"SMITH, MASHARIKI",MANHATTAN,40.764521,-73.980773
THE MANILDO SANTOS REVOCABLE LIVING TRUS T,MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
VIN NY NY LLC,MANHATTAN,40.764521,-73.980773
"BEAUCHAMP, RONALD",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
"VALDINA, ALAN",MANHATTAN,40.764521,-73.980773
"DOYLE, WALTER E",MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
"VIN NY NY, LLC",MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
"RIFE, THOMAS G",MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
UNAVAILABLE OWNER,MANHATTAN,40.764521,-73.980773
"578 NINTH AVENUE ASSOCIATES, L.L.C.",MANHATTAN,40.758295,-73.992719
WEST 44TH STREET HOTEL LLC,MANHATTAN,40.758756,-73.989395
MP 44 LLC,MANHATTAN,40.758912,-73.989763
BRISAM CLINTON LLC,MANHATTAN,40.75908,-73.990117
"CIRCUIT,",MANHATTAN,40.759486,-73.989135
PF 46 LLC,MANHATTAN,40.760359,-73.989286
301 WEST 46TH STREET OWNERS INC,MANHATTAN,40.759996,-73.988388
"741 EIGHTH AVENUE OWNERS, LLC",MANHATTAN,40.760265,-73.98759
"EIGHTH AVENUE SKY, LLC",MANHATTAN,40.76029,-73.987572
767 8TH AVENUE LLC,MANHATTAN,40.760315,-73.987554
319 BELVEDERE REALTYCO,MANHATTAN,40.761377,-73.987803
BRIGHT MGMT CP,MANHATTAN,40.761259,-73.987517
791 EIGHTH AVENUE LLC,MANHATTAN,40.761133,-73.986958
WASHINGTON JEFFERSON HOLDINGS LLC,MANHATTAN,40.763249,-73.986467
"RPH HOTELS 51ST STREET OWNERS,LLC",MANHATTAN,40.763059,-73.985557
BERIT REALTY LLC,MANHATTAN,40.767634,-73.98296
HENRY HUDSON HOLDINGS CORP,MANHATTAN,40.767349,-73.98435
HENRY HUDSON HOLDINGS CORP,MANHATTAN,40.767349,-73.98435
HUDSON 10TH FLOOR LLC,MANHATTAN,40.767349,-73.98435
ISTITHMAR COLUMBUS CENTRE HOTEL LLC,MANHATTAN,40.769029,-73.982801
"42ND AND 10TH HOTEL, LLC",MANHATTAN,40.759212,-73.99451
UNAVAILABLE OWNER,MANHATTAN,40.758504,-73.992835
ST JOSEPHS IMMIGRANT,MANHATTAN,40.760123,-73.992593
414 WEST PND HOTEL SAI LLC,MANHATTAN,40.761276,-73.991459
"NINTH TO TENTH PARTNERS, LLC",MANHATTAN,40.768434,-73.986956
IRIS FOUNDATION,MANHATTAN,40.768853,-73.985852
"WEST 42ND STREET DEVELOPERS, LLC",MANHATTAN,40.760071,-73.996549
R.BORN ASSOC.,MANHATTAN,40.759906,-73.996112
GLSC 48 SPECIAL LLC,MANHATTAN,40.764196,-73.994545
T.S. REALTY CO.,MANHATTAN,40.764229,-73.994625
SC 48 MEMBER LLC,MANHATTAN,40.764251,-73.994679
"PICCADILLY HOTEL CO.,",MANHATTAN,40.764108,-73.992343
RNMB WEST 58 LLC,MANHATTAN,40.77061,-73.990039
BSREP III 653 HOTEL LLC,MANHATTAN,40.764317,-73.995784
"DMC CPW, INC.",MANHATTAN,40.768529,-73.981588
TRIMER BUSINESS S.A.,MANHATTAN,40.768529,-73.981588
"CPW 812, LLC",MANHATTAN,40.768529,-73.981588
KAPUR ROHIT,MANHATTAN,40.768529,-73.981588
308CPW1 LLC,MANHATTAN,40.768529,-73.981588
"KMR GROUP-310, LLC",MANHATTAN,40.768529,-73.981588
"SACHIN, CHOPRA",MANHATTAN,40.768529,-73.981588
ANGEL OVERSEAS LTD,MANHATTAN,40.768529,-73.981588
ANGEL OVERSEAS LTD.,MANHATTAN,40.768529,-73.981588
"SAMADHI NY, LLC",MANHATTAN,40.768529,-73.981588
"SHAATH, NADIM A",MANHATTAN,40.768529,-73.981588
BOARD OF MANAGERS OFTRUMP INTERNATIONAL  ETAL,MANHATTAN,40.768529,-73.981588
"KIRA MAKAGON, TRUSTEE",MANHATTAN,40.768529,-73.981588
"PARADEVIEW 500, LLC",MANHATTAN,40.768529,-73.981588
"ONE CENTRAL PARK WEST UNIT 600, LLC",MANHATTAN,40.768529,-73.981588
WFM NEW YORK LLC,MANHATTAN,40.768529,-73.981588
"BINGER , JAMES  M",MANHATTAN,40.768529,-73.981588
1 CPW VENTURE LLC,MANHATTAN,40.768529,-73.981588
1 CPW VENTURE LLC,MANHATTAN,40.768529,-73.981588
"CANE, FABIO COSMO",MANHATTAN,40.768529,-73.981588
LS200 LLC,MANHATTAN,40.768529,-73.981588
1 CENTRAL PARK WEST UNIT 1500 VENTURE LL C,MANHATTAN,40.768529,-73.981588
DAWSHAIL III LLC,MANHATTAN,40.768529,-73.981588
"KAIRY PARTNERS, LLC",MANHATTAN,40.768529,-73.981588
"KIRA MAKAGON, TRUSTEE",MANHATTAN,40.768529,-73.981588
"PARADEVIEW502, LLC",MANHATTAN,40.768529,-73.981588
"MIRZA, ATHER",MANHATTAN,40.768529,-73.981588
HPC LLC,MANHATTAN,40.768529,-73.981588
1 CPW VENTURE LLC,MANHATTAN,40.768529,-73.981588
BETJEMAN FZC,MANHATTAN,40.768529,-73.981588
DANIEL MINERVA,MANHATTAN,40.768529,-73.981588
"CH HOLDINGS (USA), L",MANHATTAN,40.768529,-73.981588
"COBB, BRIAN",MANHATTAN,40.768529,-73.981588
"PUNTA DEL ESTE, INC.",MANHATTAN,40.768529,-73.981588
TFP MANHATTAN LLC,MANHATTAN,40.768529,-73.981588
JD CPW 2013 LLC,MANHATTAN,40.768529,-73.981588
"SS CPW 404, LLC",MANHATTAN,40.768529,-73.981588
"SKPS CAPITAL, LLC",MANHATTAN,40.768529,-73.981588
"TOWER 604, INC.",MANHATTAN,40.768529,-73.981588
SS 57TH STREET LLC,MANHATTAN,40.768529,-73.981588
"SEELER, DAVID",MANHATTAN,40.768529,-73.981588
PRIMERO NEW YORK LLC,MANHATTAN,40.768529,-73.981588
SAF MANAGEMENT L.L.C,MANHATTAN,40.768529,-73.981588
"TIHT HOLDING COMPANY, LLC",MANHATTAN,40.768529,-73.981588
MCMIRGO REAL ESTATE LLC,MANHATTAN,40.768529,-73.981588
CLAYTON 15 CORP. C/O,MANHATTAN,40.768529,-73.981588
"SS CPW 1604, LLC",MANHATTAN,40.768529,-73.981588
"MIZUSHIMA, HIROMASA",MANHATTAN,40.768529,-73.981588
LAGUNA  SECA LLC,MANHATTAN,40.768529,-73.981588
TOMKAT LIMITED PARTNERSHIP,MANHATTAN,40.768529,-73.981588
"RIALM-NYC, LLC.",MANHATTAN,40.768529,-73.981588
PUSHPA LIMITED PARTNERSHIP,MANHATTAN,40.768529,-73.981588
GTH LIMITED,MANHATTAN,40.768529,-73.981588
"SJ & JE REALTY, LLC",MANHATTAN,40.768529,-73.981588
1CPWNY1006 CORP,MANHATTAN,40.768529,-73.981588
CENTRAL PARK VENTURE,MANHATTAN,40.768529,-73.981588
RCF NY HOME TRUST,MANHATTAN,40.768529,-73.981588
THE CLAUDINE B. MALONE FAMILY TRUST,MANHATTAN,40.768529,-73.981588
KRAME CORPORATION,MANHATTAN,40.768529,-73.981588
ROY E. SHIMEK,MANHATTAN,40.768529,-73.981588
KENNETH A. FROOT 2007 TRUST,MANHATTAN,40.768529,-73.981588
TOMKAT LIMITED PARTNE,MANHATTAN,40.768529,-73.981588
"HOTEL ON COLUMBUS CIRCLE, LLC",MANHATTAN,40.768529,-73.981588
KENNETH A. FROOT 2007 TRUST,MANHATTAN,40.768529,-73.981588
RAINBOW321 LLC,MANHATTAN,40.768529,-73.981588
"ROEDY, WILLIAM H",MANHATTAN,40.768529,-73.981588
KALKUS FAMILY COMPANY,MANHATTAN,40.768529,-73.981588
"VK NEW YORK, LLC",MANHATTAN,40.768529,-73.981588
"BAKER STREET EAST, LLC",MANHATTAN,40.768529,-73.981588
"TOMITA, ISAO",MANHATTAN,40.768529,-73.981588
TWO RIVERS HOLDING LLC,MANHATTAN,40.768529,-73.981588
"CCL HOLDINGS PARTNERS,",MANHATTAN,40.768529,-73.981588
"VON SCHAPP HOLDINGS,",MANHATTAN,40.768529,-73.981588
510 TIHT LLC,MANHATTAN,40.768529,-73.981588
"CCL HOLDINGS PARTNERS,",MANHATTAN,40.768529,-73.981588
1 CPW VENTURE LLC,MANHATTAN,40.768529,-73.981588
1 CPW VENTURE LLC,MANHATTAN,40.768529,-73.981588
"APPLE VERDE, CORP",MANHATTAN,40.768529,-73.981588
"ESY JAPAN CO., LTD.",MANHATTAN,40.768529,-73.981588
"FREY, KATHRYN B",MANHATTAN,40.768529,-73.981588
CPW 1210 LLC,MANHATTAN,40.768529,-73.981588
"TOHO TOCHI KENCHIKUCO., LTD.",MANHATTAN,40.768529,-73.981588
JANCY INC,MANHATTAN,40.768529,-73.981588
"ROBERT BROTMAN,  TRUSTEE",MANHATTAN,40.768529,-73.981588
"KROY ASSOCIATES, LLC",MANHATTAN,40.768529,-73.981588
"DENKTSIS, MICHAEL",MANHATTAN,40.768529,-73.981588
"SS CPW 612, LLC",MANHATTAN,40.768529,-73.981588
"RAHIMI, TAL",MANHATTAN,40.768529,-73.981588
"CPW 812, LLC",MANHATTAN,40.768529,-73.981588
"EAGLE VERDE, INC.",MANHATTAN,40.768529,-73.981588
"SIEBERT, ANDREA C. KENNEDY",MANHATTAN,40.768529,-73.981588
"1 CENTRAL PARK WEST UNIT 1112, LLC",MANHATTAN,40.768529,-73.981588
"CORNO, FRANCO",MANHATTAN,40.768529,-73.981588
CHESTER LUY,MANHATTAN,40.768529,-73.981588
"SS CPW 1612, LLC",MANHATTAN,40.768529,-73.981588
"SS CPW 1712, LLC",MANHATTAN,40.768529,-73.981588
"HPC, LLC",MANHATTAN,40.768529,-73.981588
BUTTERCUP WEST LLC,MANHATTAN,40.768529,-73.981588
MARCIA R. KASHNOW AS TRUSTEE OF THE RICH ARD A.,MANHATTAN,40.768529,-73.981588
THE FINKELSTEIN FAMILY TRUST,MANHATTAN,40.768529,-73.981588
T & T RENTALS INC.,MANHATTAN,40.768529,-73.981588
FIDELMA M MILLER FAMILY TRUST,MANHATTAN,40.768529,-73.981588
ALDEAN PROPERTIES LLC,MANHATTAN,40.768529,-73.981588
"ADULAMY, JOSEPH",MANHATTAN,40.768529,-73.981588
DROR YEHUDA,MANHATTAN,40.768529,-73.981588
UNITED TRIUMPH LIMITED,MANHATTAN,40.768529,-73.981588
"L & L INVESTMENTS,LLC",MANHATTAN,40.768529,-73.981588
"ALC JGC 1714, LLC",MANHATTAN,40.768529,-73.981588
JACKAP ASSOCIATES,MANHATTAN,40.768529,-73.981588
"NATARAJAN, SHIVA K",MANHATTAN,40.768529,-73.981588
REWE REALTY LLC,MANHATTAN,40.768529,-73.981588
"LRCNYC, LLC",MANHATTAN,40.768529,-73.981588
"ZERN, LLC",MANHATTAN,40.768529,-73.981588
STEVEN WEISS,MANHATTAN,40.768529,-73.981588
"URAN, LTD.",MANHATTAN,40.768529,-73.981588
AH DIROT ONE LLC,MANHATTAN,40.768529,-73.981588
BARASEB LLC,MANHATTAN,40.768529,-73.981588
"JOHN F HANLEY, AS TRUSTEE",MANHATTAN,40.768529,-73.981588
KHYBER HOLDINGS USAINC.,MANHATTAN,40.768529,-73.981588
1 CPW ASSOCIATES,MANHATTAN,40.768529,-73.981588
DALLARA LLC,MANHATTAN,40.768529,-73.981588
BETJEMAN FZC,MANHATTAN,40.768529,-73.981588
GC ONE CPW LLC,MANHATTAN,40.768529,-73.981588
"HO, JAMES Y.",MANHATTAN,40.768529,-73.981588
TEKMAN L.L.C.,MANHATTAN,40.768529,-73.981588
JOURNEY GROUP LLC,MANHATTAN,40.768529,-73.981588
KOOL INVESTMENTS LIMITED,MANHATTAN,40.768529,-73.981588
RIVERWALK OF JUPITER INC.,MANHATTAN,40.768529,-73.981588
"3G REAL ESTATE HOLDING, LLC",MANHATTAN,40.768529,-73.981588
"GRANUM, ROBERT M",MANHATTAN,40.768529,-73.981588
COLAVITA NY REAL ESTATE LLC,MANHATTAN,40.768529,-73.981588
"PLEASANT MEADOW INVESTMENTS, LLC",MANHATTAN,40.768529,-73.981588
"ROSA PROPERTIES, LLC",MANHATTAN,40.768529,-73.981588
CENTRAL PARK PLACE HOLDINGS LLC,MANHATTAN,40.768529,-73.981588
"SUSAKI, TATSUZO",MANHATTAN,40.768529,-73.981588
SKY NY 70 LLC,MANHATTAN,40.768529,-73.981588
"KLORMAN, MILTON",MANHATTAN,40.768529,-73.981588
"STEPHANOS SGOUROS,",MANHATTAN,40.768529,-73.981588
"DEVELOPMENT FOCUS, INC.",MANHATTAN,40.768529,-73.981588
DEVELOPMENT FOCUS INC,MANHATTAN,40.768529,-73.981588
NERON LLC,MANHATTAN,40.768529,-73.981588
DOUGLAS J ENGMANN & BARBARA J ENGMANN 19 99 IRREVOA,MANHATTAN,40.768529,-73.981588
"YIM, KENNETH",MANHATTAN,40.768529,-73.981588
JOHN C EAST,MANHATTAN,40.768529,-73.981588
422 ONE CPW LLC,MANHATTAN,40.768529,-73.981588
"EXCLUSIVE RESORTS CAPITAL PARTNERS FUND  II, NY1, L",MANHATTAN,40.768529,-73.981588
NODA USA LLC,MANHATTAN,40.768529,-73.981588
"STONE, WARREN TRUSTNO. 1",MANHATTAN,40.768529,-73.981588
"SWASTI, LLC",MANHATTAN,40.768529,-73.981588
"HABER, JEFFREY S.",MANHATTAN,40.768529,-73.981588
"BAKAN, LLC",MANHATTAN,40.768529,-73.981588
ABR INVESTMENTS-6 LLC,MANHATTAN,40.768529,-73.981588
11222 CPWNY CORP,MANHATTAN,40.768529,-73.981588
JOHNSON ASSOCIATES,MANHATTAN,40.768529,-73.981588
"SHIMEK, ROY E",MANHATTAN,40.768529,-73.981588
"PAIGE, DAVID M",MANHATTAN,40.768529,-73.981588
"XAVISA, LLC",MANHATTAN,40.768529,-73.981588
"HASHIMOTO, HIDETSUNE",MANHATTAN,40.768529,-73.981588
"RCJWNYC, LLC",MANHATTAN,40.768529,-73.981588
"HASHIMOTO, HIDETSUNE",MANHATTAN,40.768529,-73.981588
"RUSSELL, DOUGLAS S.",MANHATTAN,40.768529,-73.981588
HIDEJI HORIKO,MANHATTAN,40.768529,-73.981588
HIDEJI HORIKO,MANHATTAN,40.768529,-73.981588
"ONE CPW 1124, LLC",MANHATTAN,40.768529,-73.981588
"GORDON, MICHAEL",MANHATTAN,40.768529,-73.981588
"ISHIKAWA, SATOSHI",MANHATTAN,40.768529,-73.981588
HIDEJI HORIKO,MANHATTAN,40.768529,-73.981588
HIDEJI HORIKO,MANHATTAN,40.768529,-73.981588
SCOTTI JR PHILIP A,MANHATTAN,40.77095,-73.982158
71ST ST STUDIOS INC,MANHATTAN,40.776186,-73.977983
"ATTIAS, TRUSTEE, DANIEL R",MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
JILL L. REED REVOCABLE TRUST AGREEMENT,MANHATTAN,40.774123,-73.982229
"SIEBERT, ERIC",MANHATTAN,40.774123,-73.982229
"RAPHEL, STEVE",MANHATTAN,40.774123,-73.982229
"LAGANI, JOSEPH",MANHATTAN,40.774123,-73.982229
"FAYE C LAING TRUST OF MAY 1996 DATED MAY  13,1996",MANHATTAN,40.774123,-73.982229
"MCCALL , DAVID  B III",MANHATTAN,40.774123,-73.982229
"LEE, SHIRLEY",MANHATTAN,40.774123,-73.982229
"DAVID A. KAPLAN, AS TRUSTEE",MANHATTAN,40.774123,-73.982229
"SADARNAC, FREDERIC",MANHATTAN,40.774123,-73.982229
"MORTEN, ELISABETH",MANHATTAN,40.774123,-73.982229
"VARSOV, BRETT",MANHATTAN,40.774123,-73.982229
PIENKOWSKI HEAD REVOCABLE LIVING TRUST,MANHATTAN,40.774123,-73.982229
"QIAN, DAPENG",MANHATTAN,40.774123,-73.982229
"BLECHER, MARC",MANHATTAN,40.774123,-73.982229
"DAUGHERTY, WILLIAM M",MANHATTAN,40.774123,-73.982229
"QIAN, DAPENG",MANHATTAN,40.774123,-73.982229
"JAMES C. HEDDEN REVOCABLE TRUST U/A/D JU LY 20, 201",MANHATTAN,40.774123,-73.982229
"SCHOLZ, HEIDI",MANHATTAN,40.774123,-73.982229
"KRIGER, JACOB",MANHATTAN,40.774123,-73.982229
"DUFFY, AARON",MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
"WALD, BARTON",MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
EDWIN L. SOLOT JR. 2011 TRUST,MANHATTAN,40.774123,-73.982229
"PARK NATIONAL BANK, TRUSTEE",MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
"LEE S. COHEN, AS TRUSTEE",MANHATTAN,40.774123,-73.982229
"NOVA, SHELDON",MANHATTAN,40.774123,-73.982229
"THALL, PETER M",MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
SUSAN B. CHRISTMAN TRUST,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
"RUNWAL, SANDEEP",MANHATTAN,40.774123,-73.982229
"TELLURIDE MOUNTAIN HOLDINGS, LLC",MANHATTAN,40.774123,-73.982229
"BIRCH BALA, LLC",MANHATTAN,40.774123,-73.982229
"HARTSOCK, NANCY",MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
MATTISON FAMILY TRUST UTA 3/27/92,MANHATTAN,40.774123,-73.982229
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774123,-73.982229
"YOKO ISHIKURA KURITA, TRUSTEE",MANHATTAN,40.774386,-73.983399
THE CAROLYN ANNE LEWIS IRREVOCABLE TRUST,MANHATTAN,40.774386,-73.983399
"SAMUELS, MARC",MANHATTAN,40.774386,-73.983399
THE KRAEMER FAMILY REVOCABLE TRUST,MANHATTAN,40.774386,-73.983399
"MARCUS, MATITYAHU",MANHATTAN,40.774386,-73.983399
"SHERMAN, FRED S",MANHATTAN,40.774386,-73.983399
JOAN KOKKINS HERRON LIVING TRUST U/A DTD  5/14/13,MANHATTAN,40.774386,-73.983399
155 REALTY WEST LLC,MANHATTAN,40.774386,-73.983399
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774386,-73.983399
"HORN PROPERTIES, LLC",MANHATTAN,40.774386,-73.983399
155 REALTY WEST LLC,MANHATTAN,40.774386,-73.983399
TM HOWARD ENT,MANHATTAN,40.774386,-73.983399
TJP LIVING TRUST,MANHATTAN,40.774386,-73.983399
155 REALTY WEST LLC,MANHATTAN,40.774386,-73.983399
KAI MANAGEMENT LLC,MANHATTAN,40.774386,-73.983399
LAURALEE LLC,MANHATTAN,40.774386,-73.983399
155 REALTY WEST LLC,MANHATTAN,40.774386,-73.983399
"CHRISTOPHER A. KEYSER, TRUSTEE",MANHATTAN,40.774386,-73.983399
"FELSENTHAL, ROBERT",MANHATTAN,40.774386,-73.983399
"224CCD, LLC",MANHATTAN,40.774386,-73.983399
"GERALD K. SCHWARTZ, TRUSTEE",MANHATTAN,40.774386,-73.983399
"LAGOMARSINO, RON",MANHATTAN,40.774386,-73.983399
RMC SHAVANO PARTNERS LP,MANHATTAN,40.774386,-73.983399
"CHERYL A. LAPIN TRUST DATED NOVEMBER 15,  2007",MANHATTAN,40.774386,-73.983399
"LAMPE, L.P.",MANHATTAN,40.774386,-73.983399
"WEINGART, NAOMI M",MANHATTAN,40.774386,-73.983399
JUDITH BITTEL DECLARATION OF TRUST DTD 6 /1/2004,MANHATTAN,40.774386,-73.983399
"MAHER, TRUSTEE, SUSAN K",MANHATTAN,40.774386,-73.983399
SARNOFF TRUST,MANHATTAN,40.774386,-73.983399
155 REALTY WEST LLC,MANHATTAN,40.774386,-73.983399
IRWIN FAMILY LIMITED PARTNERSHIP 3,MANHATTAN,40.774386,-73.983399
ZASLAV/MINDES 1 LLC,MANHATTAN,40.774386,-73.983399
LAURA STEVENSON MASLON REVOCABLE TRUST,MANHATTAN,40.774386,-73.983399
"QUINN, JANIE",MANHATTAN,40.774386,-73.983399
155 REALTY WEST LLC,MANHATTAN,40.774386,-73.983399
155 REALTY WEST LLC,MANHATTAN,40.774386,-73.983399
"SINGER , RICHARD  J",MANHATTAN,40.774386,-73.983399
THE GEOFF A. SMITH REVOCABLE TRUST,MANHATTAN,40.774386,-73.983399
"NYC PHILLIPS CLUB, LLC",MANHATTAN,40.774386,-73.983399
"LACAYO, KARLA",MANHATTAN,40.774386,-73.983399
GARMAR VENTURES LLC,MANHATTAN,40.774386,-73.983399
"BRONSTEIN, RICHARD",MANHATTAN,40.774386,-73.983399
"RDFM HOLDINGS, LLC",MANHATTAN,40.774386,-73.983399
"SALLY S. MILLER, TRUSTEE",MANHATTAN,40.774386,-73.983399
"BESEN, PETER",MANHATTAN,40.774386,-73.983399
DASLAND CORPORATION,MANHATTAN,40.774386,-73.983399
155 REALTY WEST LLC,MANHATTAN,40.774386,-73.983399
THE FINDER FAMILY TRUST,MANHATTAN,40.774386,-73.983399
EUGENE WEBB III AS TRUSTEE,MANHATTAN,40.774386,-73.983399
155 REALTY WEST LLC,MANHATTAN,40.774386,-73.983399
PHILLIPS CLUB II HOLDINGS LLC,MANHATTAN,40.774386,-73.983399
"AMENDOLA, PETER",MANHATTAN,40.774386,-73.983399
"SEAN C. FLANIGAN, AS TRUSTEE",MANHATTAN,40.774386,-73.983399
"GOLDMAN REVOCABLE LIVING TRUST, U/A DATE D MAY 4, 2",MANHATTAN,40.774386,-73.983399
THE ELAINE RUBEL REVOCABLE TRUST,MANHATTAN,40.774386,-73.983399
"ELLECO,LLC",MANHATTAN,40.774386,-73.983399
"GERSTEIN, RICHARD",MANHATTAN,40.774386,-73.983399
"DK ACQUISITIONS, LLC",MANHATTAN,40.774386,-73.983399
JAMES RAFFERTY,MANHATTAN,40.774386,-73.983399
"CARLSON, JAMES B",MANHATTAN,40.774386,-73.983399
"DOUGLAS A. CHADWICK, JR., TRUSTEE",MANHATTAN,40.774386,-73.983399
